size_m2,bedrooms,city,has_garden,price
88.5,5,Bilbao,True,172174.96
243.2,1,Barcelona,True,343742.79
201.3,2,Madrid,False,290164.96
187.7,1,Bilbao,True,266211.08
128.9,2,Madrid,False,206828.89
89.9,5,Sevilla,True,167068.0
51.2,5,Madrid,True,153335.98
228.6,1,Madrid,True,326472.61
130.3,4,Bilbao,True,216468.79
74.5,2,Madrid,False,150261.26
97.3,1,Sevilla,False,136237.22
157.4,2,Sevilla,False,206969.48
68.9,1,Madrid,False,130048.97
218.5,3,Madrid,True,341856.32
196.9,5,Bilbao,False,281859.21
188.3,3,Sevilla,False,254564.39
125.1,4,Madrid,False,226455.28
168.0,3,Bilbao,False,241960.01
158.5,1,Barcelona,False,230261.72
173.0,1,Madrid,False,264856.98
48.6,2,Bilbao,False,91636.06
121.5,2,Madrid,False,205062.59
39.2,5,Sevilla,False,110539.87
138.7,5,Bilbao,True,232344.55
102.6,5,Sevilla,True,181093.95
61.8,4,Sevilla,False,118293.37
52.7,3,Barcelona,True,131493.34
159.3,4,Madrid,True,272504.59
67.5,3,Sevilla,False,109874.56
233.5,4,Bilbao,False,338780.93
157.8,4,Madrid,False,263034.36
106.3,4,Bilbao,True,182912.2
160.0,4,Barcelona,True,270581.34
35.0,1,Sevilla,False,59474.5
240.9,4,Madrid,False,359795.23
136.1,2,Sevilla,True,204139.47
202.2,4,Madrid,False,308182.69
48.2,3,Barcelona,True,125603.86
137.1,5,Sevilla,False,224042.57
138.0,2,Madrid,False,223877.53
236.3,5,Barcelona,False,351705.12
155.8,5,Sevilla,False,234400.68
134.2,2,Madrid,True,226949.5
88.7,3,Barcelona,True,171211.76
102.9,3,Barcelona,True,187645.18
144.5,4,Sevilla,False,220039.07
126.6,4,Bilbao,False,190206.58
34.8,5,Bilbao,False,101015.59
211.8,2,Madrid,True,320242.64
227.2,3,Madrid,True,350471.18
60.9,3,Madrid,False,131390.82
151.9,5,Sevilla,False,238908.7
53.9,2,Madrid,False,126892.17
177.9,3,Madrid,True,294269.34
91.9,1,Bilbao,True,137671.95
175.1,5,Bilbao,False,269233.18
189.9,2,Bilbao,False,260950.85
199.1,2,Barcelona,True,288896.58
53.7,3,Sevilla,False,98322.12
231.5,3,Sevilla,True,325649.8
80.6,5,Madrid,True,191556.87
38.2,3,Sevilla,False,80763.22
152.1,3,Sevilla,False,217937.21
111.6,1,Barcelona,False,179291.54
212.6,1,Bilbao,True,296194.66
207.8,2,Sevilla,False,261043.11
99.8,5,Sevilla,False,168137.47
239.6,5,Sevilla,False,336742.19
94.0,4,Bilbao,True,163041.82
143.3,4,Sevilla,False,214446.0
86.3,2,Barcelona,False,155818.57
235.9,1,Bilbao,False,300682.66
66.2,1,Sevilla,True,111138.47
39.9,2,Bilbao,False,74277.29
125.7,2,Madrid,True,215506.06
248.3,1,Barcelona,True,355374.12
226.2,2,Bilbao,False,299690.01
194.7,1,Sevilla,True,265943.58
226.0,4,Bilbao,False,308813.13
226.6,5,Madrid,True,373181.5
144.1,4,Madrid,False,247991.87
99.5,3,Bilbao,False,157492.77
199.8,3,Barcelona,False,296689.01
175.6,2,Sevilla,True,241629.48
112.2,1,Barcelona,True,190558.29
50.8,3,Barcelona,True,125319.28
194.3,3,Bilbao,True,283132.11
87.7,1,Madrid,False,150831.3
236.1,3,Bilbao,True,331415.41
83.0,2,Bilbao,True,146089.58
57.0,1,Sevilla,True,99687.63
212.8,4,Barcelona,True,332672.49
63.7,3,Madrid,False,140423.09
69.4,4,Sevilla,False,127892.83
161.9,4,Barcelona,True,266142.81
222.4,5,Madrid,False,358033.04
73.2,5,Barcelona,False,150019.1
98.3,4,Bilbao,True,183230.14
201.0,5,Barcelona,True,330074.41
243.8,3,Madrid,True,364301.38
140.2,5,Sevilla,True,241342.04
61.7,4,Madrid,True,162966.39
33.1,4,Bilbao,True,103534.87
80.5,5,Bilbao,False,151769.3
59.0,3,Bilbao,True,120714.93
179.1,4,Bilbao,False,260854.85
56.8,2,Madrid,True,138116.43
141.4,5,Madrid,True,268677.03
182.7,4,Barcelona,False,282191.85
157.8,4,Barcelona,False,246857.57
74.0,3,Bilbao,False,131862.91
206.9,5,Sevilla,True,314894.63
187.4,1,Sevilla,True,258140.78
192.6,1,Bilbao,True,269819.27
58.8,3,Sevilla,True,115244.61
57.2,4,Barcelona,False,126026.06
234.1,5,Barcelona,True,358535.55
117.5,3,Sevilla,True,178783.33
96.2,4,Madrid,False,188635.2
137.5,3,Sevilla,True,210568.94
175.8,5,Sevilla,True,270796.21
240.2,4,Sevilla,True,327506.45
93.0,3,Sevilla,True,151385.22
233.5,5,Bilbao,False,340753.63
35.5,1,Bilbao,False,62239.78
152.1,5,Sevilla,False,234375.24
169.5,1,Barcelona,True,246416.0
53.3,2,Madrid,False,127150.44
60.9,5,Bilbao,False,127329.52
122.2,4,Bilbao,True,207096.38
242.6,5,Sevilla,False,352714.12
161.1,4,Bilbao,True,259937.43
235.3,4,Bilbao,False,327785.3
207.0,2,Bilbao,False,276385.18
132.8,1,Sevilla,True,187761.02
202.6,1,Madrid,True,305727.04
33.9,2,Madrid,True,108182.79
54.0,1,Madrid,False,110837.79
212.5,3,Barcelona,True,328305.06
205.3,4,Sevilla,False,287788.66
81.2,5,Barcelona,True,190915.1
146.8,3,Madrid,True,252576.88
163.3,5,Madrid,False,284914.77
220.9,5,Bilbao,False,321869.68
162.7,5,Bilbao,False,255035.09
120.8,3,Barcelona,True,207295.84
112.3,2,Bilbao,True,173515.79
123.7,5,Sevilla,True,212731.4
173.4,2,Bilbao,False,244052.56
220.8,3,Bilbao,False,304218.81
129.9,1,Sevilla,True,179396.81
84.5,4,Barcelona,False,156628.35
82.1,4,Sevilla,True,145343.18
194.1,1,Barcelona,False,262109.66
209.6,2,Barcelona,False,298121.58
53.2,3,Sevilla,False,103418.63
44.6,3,Sevilla,True,99504.46
160.8,5,Sevilla,False,231628.41
62.2,2,Barcelona,True,131635.93
211.4,5,Barcelona,False,322897.35
98.3,3,Madrid,True,204408.35
61.7,5,Sevilla,False,116696.5
232.6,2,Sevilla,True,315182.82
66.4,1,Bilbao,True,123229.64
92.6,1,Sevilla,False,131415.99
63.8,2,Barcelona,False,125370.5
55.4,5,Madrid,True,159062.3
34.7,1,Madrid,False,91232.79
42.2,2,Barcelona,True,112512.44
68.4,1,Barcelona,True,128057.92
41.7,5,Barcelona,True,136483.12
160.1,4,Barcelona,True,259196.95
179.8,4,Bilbao,True,276350.47
116.6,4,Madrid,True,224812.15
100.0,4,Barcelona,True,190868.18
141.0,4,Madrid,True,253081.5
222.5,1,Barcelona,True,313888.6
217.2,5,Sevilla,False,305340.24
39.6,4,Madrid,False,117709.34
69.9,4,Barcelona,True,152395.64
82.1,2,Madrid,True,168114.63
84.9,5,Bilbao,False,151087.89
155.7,2,Sevilla,False,216365.31
121.6,1,Madrid,False,187985.89
40.8,5,Madrid,False,126171.61
112.2,2,Madrid,False,187511.12
145.2,1,Barcelona,False,218896.51
52.4,4,Bilbao,True,123492.83
213.4,2,Sevilla,True,292974.39
41.4,5,Bilbao,True,119211.53
233.5,3,Barcelona,True,335622.29
51.8,1,Barcelona,False,99950.2
215.6,5,Barcelona,False,338691.36
228.6,3,Madrid,False,338962.16
245.5,2,Bilbao,True,337946.23
206.4,4,Madrid,True,334475.47
201.5,3,Barcelona,True,312260.1
171.3,1,Sevilla,False,213628.25
201.4,4,Madrid,True,317243.41
59.6,3,Barcelona,True,138573.24
147.9,4,Barcelona,False,235947.58
143.1,5,Barcelona,False,248314.96
218.7,4,Madrid,False,332823.17
131.8,4,Madrid,True,232506.38
114.7,2,Madrid,True,199323.56
170.7,2,Barcelona,True,249096.32
88.6,3,Madrid,True,181175.69
60.7,5,Bilbao,False,126956.94
135.1,3,Madrid,True,236037.29
121.7,2,Sevilla,True,189453.19
81.2,4,Sevilla,False,145391.06
110.9,5,Barcelona,True,214171.18
110.6,5,Bilbao,True,189054.14
102.0,2,Madrid,True,193545.24
113.5,4,Madrid,True,222955.32
180.9,3,Barcelona,True,284583.2
95.3,3,Madrid,False,183282.79
238.7,2,Barcelona,False,326674.35
231.6,1,Barcelona,True,337959.65
135.8,2,Bilbao,True,201163.21
102.2,3,Barcelona,True,192433.47
147.8,5,Bilbao,False,223918.05
216.7,5,Bilbao,False,310368.65
173.6,1,Bilbao,False,238864.9
207.0,4,Madrid,True,331054.94
147.2,1,Bilbao,True,215838.29
169.2,4,Sevilla,True,258275.03
93.4,2,Bilbao,True,154548.29
191.7,3,Barcelona,True,302831.05
74.5,4,Bilbao,False,135251.52
182.9,3,Sevilla,True,256523.02
219.4,5,Madrid,False,339213.63
59.1,3,Barcelona,False,127631.11
165.2,5,Madrid,False,280173.8
50.9,4,Bilbao,True,112269.99
189.7,2,Barcelona,False,269967.21
48.6,4,Madrid,True,139397.6
235.9,3,Sevilla,True,327260.77
60.2,3,Barcelona,True,131396.13
241.0,1,Madrid,True,346002.53
206.2,1,Bilbao,False,266790.37
160.6,3,Bilbao,False,235589.72
202.2,1,Sevilla,False,264658.37
204.9,5,Sevilla,True,307181.27
238.1,5,Barcelona,True,365790.95
85.7,4,Sevilla,False,145592.83
159.8,4,Sevilla,True,241697.16
50.9,3,Madrid,False,119358.83
165.6,1,Madrid,False,241966.64
67.7,2,Barcelona,False,124046.84
154.3,3,Barcelona,False,233329.59
155.9,5,Madrid,True,279931.95
132.5,2,Madrid,True,230668.66
145.0,3,Bilbao,True,217039.3
198.1,2,Barcelona,True,295801.42
205.8,1,Sevilla,True,275900.93
138.3,1,Sevilla,False,185635.99
161.9,2,Sevilla,True,232227.97
234.9,1,Sevilla,False,292578.37
56.3,1,Barcelona,False,99297.72
55.8,2,Bilbao,False,98062.46
49.3,2,Barcelona,True,122299.08
174.7,3,Bilbao,False,237604.97
122.1,1,Barcelona,True,198241.22
200.4,2,Madrid,True,314368.96
177.7,3,Bilbao,True,263439.96
103.4,5,Madrid,True,218831.38
227.6,4,Bilbao,True,328653.42
197.8,5,Madrid,True,328711.66
89.5,2,Madrid,False,155316.66
110.1,3,Sevilla,True,166424.98
99.2,3,Bilbao,True,174725.98
64.7,5,Barcelona,False,142684.5
62.5,5,Madrid,False,152737.17
235.9,5,Madrid,False,356205.44
126.3,4,Bilbao,True,203556.82
114.3,3,Sevilla,False,170327.24
190.5,3,Madrid,False,288989.14
151.7,5,Barcelona,True,265880.02
236.0,2,Barcelona,True,343403.65
201.7,2,Madrid,False,299603.84
135.5,5,Bilbao,True,230746.57
112.8,2,Sevilla,True,181247.74
247.1,2,Madrid,False,347132.76
187.9,3,Sevilla,False,259214.03
239.3,2,Barcelona,False,338778.84
56.1,5,Madrid,False,153601.04
217.1,5,Barcelona,False,323432.07
170.2,2,Madrid,True,270625.73
56.8,3,Madrid,True,150977.93
159.4,5,Bilbao,False,248840.51
180.9,4,Sevilla,True,272105.76
32.7,2,Madrid,True,106159.49
129.9,3,Bilbao,False,193020.94
211.6,4,Sevilla,False,297346.57
95.0,4,Bilbao,True,171712.91
130.9,1,Sevilla,True,186843.8
127.3,2,Barcelona,False,199163.92
96.4,5,Sevilla,True,174318.47
232.1,2,Sevilla,False,307129.31
201.9,2,Sevilla,False,282832.85
54.3,2,Madrid,False,112310.41
249.3,1,Barcelona,True,350837.21
223.4,1,Madrid,False,312307.86
92.5,2,Barcelona,True,171838.84
214.1,5,Madrid,False,337173.48
53.4,1,Madrid,True,127904.03
249.8,2,Bilbao,True,348641.18
176.5,1,Madrid,False,260702.88
173.0,3,Bilbao,True,264293.27
49.9,2,Madrid,False,104154.86
227.3,4,Bilbao,False,327769.08
36.4,3,Barcelona,True,111531.18
83.0,4,Sevilla,True,158967.82
61.5,4,Barcelona,False,129658.4
200.9,3,Barcelona,True,302912.89
73.6,5,Barcelona,True,171055.61
230.3,3,Sevilla,True,322323.3
174.4,5,Barcelona,True,292670.37
38.0,5,Sevilla,False,100969.53
31.2,3,Bilbao,True,79607.37
41.4,4,Barcelona,False,116506.79
163.3,2,Barcelona,True,254005.66
206.3,5,Madrid,False,326572.29
82.5,4,Barcelona,True,165622.37
216.9,5,Madrid,True,354759.18
42.6,2,Madrid,False,95038.69
206.2,4,Bilbao,True,309696.43
234.1,3,Madrid,True,349477.46
199.9,1,Barcelona,False,278103.91
183.6,1,Bilbao,True,254708.04
214.4,3,Bilbao,True,314074.47
38.8,2,Madrid,True,113706.67
74.4,1,Madrid,False,133799.78
57.5,3,Barcelona,False,120446.84
141.0,4,Sevilla,False,217560.6
193.9,2,Bilbao,False,266411.15
168.6,5,Madrid,True,292394.98
217.2,4,Madrid,True,343516.38
64.1,3,Barcelona,True,135140.34
191.6,5,Bilbao,True,298882.34
72.5,3,Madrid,True,154163.88
89.6,1,Barcelona,False,149239.29
186.2,1,Madrid,False,272057.95
245.6,5,Madrid,False,386708.82
164.5,5,Bilbao,False,246946.83
42.0,4,Madrid,False,121874.77
165.6,1,Barcelona,True,257697.01
39.3,2,Bilbao,False,84137.49
224.5,1,Sevilla,False,283933.41
186.1,1,Madrid,True,284448.5
68.1,2,Barcelona,True,139715.75
50.2,3,Bilbao,False,100624.12
70.4,1,Barcelona,True,130959.37
245.6,5,Sevilla,False,344280.57
130.9,3,Sevilla,False,183069.75
202.5,2,Sevilla,True,281672.99
170.0,3,Madrid,True,282261.91
155.9,4,Bilbao,True,244979.97
61.9,2,Bilbao,True,109239.13
238.1,1,Madrid,True,350693.12
96.3,1,Bilbao,False,140377.08
157.2,5,Bilbao,True,251966.47
184.0,1,Sevilla,True,249337.85
172.8,4,Barcelona,True,273894.21
236.9,2,Barcelona,False,325189.87
62.7,4,Bilbao,True,131498.84
141.8,1,Madrid,True,236347.23
118.9,5,Bilbao,False,194467.56
134.3,4,Bilbao,True,223381.61
56.2,3,Sevilla,True,110781.85
59.5,2,Barcelona,True,130640.71
91.2,5,Sevilla,True,170704.97
97.0,2,Madrid,True,188807.3
124.1,3,Bilbao,False,185292.39
164.4,2,Barcelona,True,247438.07
169.6,2,Madrid,True,264632.34
120.6,3,Bilbao,True,193058.69
119.9,1,Sevilla,False,155673.44
77.9,1,Sevilla,False,113504.99
159.4,2,Madrid,True,256984.01
99.7,1,Bilbao,True,166571.83
37.9,3,Sevilla,True,82831.22
122.0,5,Bilbao,True,214475.78
134.3,1,Bilbao,True,190531.26
79.6,1,Madrid,True,153089.51
155.9,1,Madrid,False,235835.99
154.5,3,Bilbao,True,224736.92
184.4,2,Sevilla,True,260512.71
172.5,3,Barcelona,True,282572.94
173.5,1,Barcelona,False,243975.14
99.6,2,Sevilla,False,146779.58
203.2,3,Bilbao,True,300006.72
150.8,3,Madrid,True,256154.35
124.9,3,Sevilla,False,180989.6
167.7,4,Bilbao,False,236888.61
109.3,3,Barcelona,True,200418.49
142.8,5,Barcelona,False,240797.32
